INEX_LD-20120111	vietnam	-11.741796582417162	vietnam war movie
INEX_LD-20120111	war	-14.50507834011416	vietnam war movie
INEX_LD-20120111	movie	-12.71874356568905	vietnam war movie
INEX_LD-20120111	vietnam war	-10.1107862342885	vietnam war movie
INEX_LD-20120111	war movie	-6.259581464064923	vietnam war movie
INEX_LD-20120112	vietnam	-11.741796582417162	vietnam war facts
INEX_LD-20120112	war	-14.50507834011416	vietnam war facts
INEX_LD-20120112	fact	-13.395454518051066	vietnam war facts
INEX_LD-20120112	vietnam war	-10.1107862342885	vietnam war facts
INEX_LD-20120112	war fact	-6.393590753950631	vietnam war facts
INEX_LD-20120121	vietnam	-11.741796582417162	vietnam food recipes
INEX_LD-20120121	food	-12.791247569470794	vietnam food recipes
INEX_LD-20120121	recipe	-10.243880663900578	vietnam food recipes
INEX_LD-20120121	vietnam food	-3.044522437723423	vietnam food recipes
INEX_LD-20120121	food recipe	-5.424950017481403	vietnam food recipes
INEX_LD-20120122	viet	-10.818557539604447	vietnamese food blog
INEX_LD-20120122	food	-12.791247569470794	vietnamese food blog
INEX_LD-20120122	blog	-11.956379758982427	vietnamese food blog
INEX_LD-20120122	viet food	-3.828641396489095	vietnamese food blog
INEX_LD-20120122	food blog	-5.247024072160486	vietnamese food blog
INEX_LD-20120131	vietnam	-11.741796582417162	vietnam travel national park
INEX_LD-20120131	travel	-12.465212486357366	vietnam travel national park
INEX_LD-20120131	national	-14.620442375258655	vietnam travel national park
INEX_LD-20120131	park	-13.780663386917697	vietnam travel national park
INEX_LD-20120131	vietnam travel	-3.332204510175204	vietnam travel national park
INEX_LD-20120131	travel national	-5.017279836814924	vietnam travel national park
INEX_LD-20120131	national park	-11.514154709139946	vietnam travel national park
INEX_LD-20120132	vietnam	-11.741796582417162	vietnam travel airports
INEX_LD-20120132	travel	-12.465212486357366	vietnam travel airports
INEX_LD-20120132	airport	-12.815889846253045	vietnam travel airports
INEX_LD-20120132	vietnam travel	-3.332204510175204	vietnam travel airports
INEX_LD-20120132	travel airport	-4.882801922586371	vietnam travel airports
INEX_LD-20120211	guitar	-12.950459369033087	guitar chord tuning
INEX_LD-20120211	chord	-10.279558178234838	guitar chord tuning
INEX_LD-20120211	tune	-11.319886683335069	guitar chord tuning
INEX_LD-20120211	guitar chord	-6.234410725718371	guitar chord tuning
INEX_LD-20120211	chord tune	-3.828641396489095	guitar chord tuning
INEX_LD-20120212	guitar	-12.950459369033087	guitar chord minor
INEX_LD-20120212	chord	-10.279558178234838	guitar chord minor
INEX_LD-20120212	minor	-12.670240529892075	guitar chord minor
INEX_LD-20120212	guitar chord	-6.234410725718371	guitar chord minor
INEX_LD-20120212	chord minor	-4.653960350157523	guitar chord minor
INEX_LD-20120221	guitar	-12.950459369033087	guitar classical flamenco
INEX_LD-20120221	classical	-11.982622797311857	guitar classical flamenco
INEX_LD-20120221	flamenco	-8.679141958402255	guitar classical flamenco
INEX_LD-20120221	guitar classical	-5.429345628954441	guitar classical flamenco
INEX_LD-20120221	classical flamenco	-4.143134726391533	guitar classical flamenco
INEX_LD-20120222	guitar	-12.950459369033087	guitar classical bach
INEX_LD-20120222	classical	-11.982622797311857	guitar classical bach
INEX_LD-20120222	bach	-10.394702130653004	guitar classical bach
INEX_LD-20120222	guitar classical	-5.429345628954441	guitar classical bach
INEX_LD-20120222	classical bach	-1.3862943611198906	guitar classical bach
INEX_LD-20120231	guitar	-12.950459369033087	guitar origin Russia
INEX_LD-20120231	origin	-12.47094913632826	guitar origin Russia
INEX_LD-20120231	russia	-13.38938600559709	guitar origin Russia
INEX_LD-20120231	guitar origin	-2.5649493574615367	guitar origin Russia
INEX_LD-20120231	origin russia	-4.990432586778736	guitar origin Russia
