INEX_LD-20120111	vietnam	7.730174795246222	vietnam war movie
INEX_LD-20120111	war	9.619000370980867	vietnam war movie
INEX_LD-20120111	movie	6.6293632534374485	vietnam war movie
INEX_LD-20120111	vietnam war	5.749392985908253	vietnam war movie
INEX_LD-20120111	war movie	-Infinity	vietnam war movie
INEX_LD-20120112	vietnam	7.730174795246222	vietnam war facts
INEX_LD-20120112	war	9.619000370980867	vietnam war facts
INEX_LD-20120112	fact	5.726847747587197	vietnam war facts
INEX_LD-20120112	vietnam war	5.749392985908253	vietnam war facts
INEX_LD-20120112	war fact	-Infinity	vietnam war facts
INEX_LD-20120121	vietnam	7.730174795246222	vietnam food recipes
INEX_LD-20120121	food	7.508238774678663	vietnam food recipes
INEX_LD-20120121	recipe	3.367295829986474	vietnam food recipes
INEX_LD-20120121	vietnam food	-Infinity	vietnam food recipes
INEX_LD-20120121	food recipe	-Infinity	vietnam food recipes
INEX_LD-20120122	viet	7.009408932708637	vietnamese food blog
INEX_LD-20120122	food	7.508238774678663	vietnamese food blog
INEX_LD-20120122	blog	5.60947179518496	vietnamese food blog
INEX_LD-20120122	viet food	1.0986122886681098	vietnamese food blog
INEX_LD-20120122	food blog	0.0	vietnamese food blog
INEX_LD-20120131	vietnam	7.730174795246222	vietnam travel national park
INEX_LD-20120131	travel	6.343880434126331	vietnam travel national park
INEX_LD-20120131	national	9.797070923831638	vietnam travel national park
INEX_LD-20120131	park	8.61323037961318	vietnam travel national park
INEX_LD-20120131	vietnam travel	-Infinity	vietnam travel national park
INEX_LD-20120131	travel national	-Infinity	vietnam travel national park
INEX_LD-20120131	national park	6.799055862058796	vietnam travel national park
INEX_LD-20120132	vietnam	7.730174795246222	vietnam travel airports
INEX_LD-20120132	travel	6.343880434126331	vietnam travel airports
INEX_LD-20120132	airport	7.582738488914411	vietnam travel airports
INEX_LD-20120132	vietnam travel	-Infinity	vietnam travel airports
INEX_LD-20120132	travel airport	0.0	vietnam travel airports
INEX_LD-20120211	guitar	5.877735781779639	guitar chord tuning
INEX_LD-20120211	chord	3.784189633918261	guitar chord tuning
INEX_LD-20120211	tune	5.327876168789581	guitar chord tuning
INEX_LD-20120211	guitar chord	0.0	guitar chord tuning
INEX_LD-20120211	chord tune	-Infinity	guitar chord tuning
INEX_LD-20120212	guitar	5.877735781779639	guitar chord minor
INEX_LD-20120212	chord	3.784189633918261	guitar chord minor
INEX_LD-20120212	minor	7.064759027791802	guitar chord minor
INEX_LD-20120212	guitar chord	0.0	guitar chord minor
INEX_LD-20120212	chord minor	-Infinity	guitar chord minor
INEX_LD-20120221	guitar	5.877735781779639	guitar classical flamenco
INEX_LD-20120221	classical	7.819636302367592	guitar classical flamenco
INEX_LD-20120221	flamenco	3.784189633918261	guitar classical flamenco
INEX_LD-20120221	guitar classical	0.0	guitar classical flamenco
INEX_LD-20120221	classical flamenco	-Infinity	guitar classical flamenco
INEX_LD-20120222	guitar	5.877735781779639	guitar classical bach
INEX_LD-20120222	classical	7.819636302367592	guitar classical bach
INEX_LD-20120222	bach	4.343805421853684	guitar classical bach
INEX_LD-20120222	guitar classical	0.0	guitar classical bach
INEX_LD-20120222	classical bach	-Infinity	guitar classical bach
INEX_LD-20120231	guitar	5.877735781779639	guitar origin Russia
INEX_LD-20120231	origin	7.205635176410364	guitar origin Russia
INEX_LD-20120231	russia	9.307285578032662	guitar origin Russia
INEX_LD-20120231	guitar origin	-Infinity	guitar origin Russia
INEX_LD-20120231	origin russia	-Infinity	guitar origin Russia
INEX_LD-20120232	guitar	5.877735781779639	guitar origin blues
INEX_LD-20120232	origin	7.205635176410364	guitar origin blues
INEX_LD-20120232	blues	7.055312843339752	guitar origin blues
INEX_LD-20120232	guitar origin	-Infinity	guitar origin blues
INEX_LD-20120232	origin blues	-Infinity	guitar origin blues
INEX_LD-20120311	tango	4.356708826689592	tango culture movies
INEX_LD-20120311	culture	8.869398159883518	tango culture movies
INEX_LD-20120311	movies	6.248042874508429	tango culture movies
INEX_LD-20120311	tango culture	-Infinity	tango culture movies
INEX_LD-20120311	culture movies	0.0	tango culture movies
INEX_LD-20120312	tango	4.356708826689592	tango culture countries
INEX_LD-20120312	culture	8.869398159883518	tango culture countries
INEX_LD-20120312	country	9.727525729694754	tango culture countries
INEX_LD-20120312	tango culture	-Infinity	tango culture countries
INEX_LD-20120312	culture country	2.8903717578961645	tango culture countries
INEX_LD-20120321	tango	4.356708826689592	tango music  composers
INEX_LD-20120321	music	9.723044230753946	tango music  composers
INEX_LD-20120321	composer	7.630946580890459	tango music  composers
INEX_LD-20120321	tango music	1.0986122886681098	tango music  composers
INEX_LD-20120321	music composer	4.564348191467836	tango music  composers
INEX_LD-20120322	tango	4.356708826689592	tango music instruments
INEX_LD-20120322	music	9.723044230753946	tango music instruments
INEX_LD-20120322	instrument	7.286191714702382	tango music instruments
INEX_LD-20120322	tango music	1.0986122886681098	tango music instruments
INEX_LD-20120322	music instrument	2.772588722239781	tango music instruments
INEX_LD-20120331	tango	4.356708826689592	tango dance styles
INEX_LD-20120331	dance	8.034306936339489	tango dance styles
INEX_LD-20120331	style	7.271703706887368	tango dance styles
INEX_LD-20120331	tango dance	1.3862943611198906	tango dance styles
INEX_LD-20120331	dance style	1.9459101490553132	tango dance styles
INEX_LD-20120332	tango	4.356708826689592	tango dance history
INEX_LD-20120332	dance	8.034306936339489	tango dance history
INEX_LD-20120332	history	9.740380214665977	tango dance history
INEX_LD-20120332	tango dance	1.3862943611198906	tango dance history
INEX_LD-20120332	dance history	0.0	tango dance history
INEX_LD-20120411	bicycle	5.075173815233827	bicycle sport races
INEX_LD-20120411	sport	9.792108964552739	bicycle sport races
INEX_LD-20120411	races	6.698268054115413	bicycle sport races
INEX_LD-20120411	bicycle sport	-Infinity	bicycle sport races
INEX_LD-20120411	sport races	-Infinity	bicycle sport races
INEX_LD-20120412	bicycle	5.075173815233827	bicycle sport disciplines
INEX_LD-20120412	sport	9.792108964552739	bicycle sport disciplines
INEX_LD-20120412	discipline	4.3694478524670215	bicycle sport disciplines
INEX_LD-20120412	bicycle sport	-Infinity	bicycle sport disciplines
INEX_LD-20120412	sport discipline	0.0	bicycle sport disciplines
