INEX_LD-20120111	vietnam	125718	vietnam war movie
INEX_LD-20120111	war	1992854	vietnam war movie
INEX_LD-20120111	movie	333949	vietnam war movie
INEX_LD-20120111	vietnam war	24607	vietnam war movie
INEX_LD-20120111	war movie	523	vietnam war movie
INEX_LD-20120112	vietnam	125718	vietnam war facts
INEX_LD-20120112	war	1992854	vietnam war facts
INEX_LD-20120112	fact	657010	vietnam war facts
INEX_LD-20120112	vietnam war	24607	vietnam war facts
INEX_LD-20120112	war fact	598	vietnam war facts
INEX_LD-20120121	vietnam	125718	vietnam food recipes
INEX_LD-20120121	food	359061	vietnam food recipes
INEX_LD-20120121	recipe	28110	vietnam food recipes
INEX_LD-20120121	vietnam food	21	vietnam food recipes
INEX_LD-20120121	food recipe	227	vietnam food recipes
INEX_LD-20120122	viet	49939	vietnamese food blog
INEX_LD-20120122	food	359061	vietnamese food blog
INEX_LD-20120122	blog	155808	vietnamese food blog
INEX_LD-20120122	viet food	46	vietnamese food blog
INEX_LD-20120122	food blog	190	vietnamese food blog
INEX_LD-20120131	vietnam	125718	vietnam travel national park
INEX_LD-20120131	travel	259163	vietnam travel national park
INEX_LD-20120131	national	2236544	vietnam travel national park
INEX_LD-20120131	park	965753	vietnam travel national park
INEX_LD-20120131	vietnam travel	28	vietnam travel national park
INEX_LD-20120131	travel national	151	vietnam travel national park
INEX_LD-20120131	national park	100123	vietnam travel national park
INEX_LD-20120132	vietnam	125718	vietnam travel airports
INEX_LD-20120132	travel	259163	vietnam travel airports
INEX_LD-20120132	airport	368019	vietnam travel airports
INEX_LD-20120132	vietnam travel	28	vietnam travel airports
INEX_LD-20120132	travel airport	132	vietnam travel airports
INEX_LD-20120211	guitar	421030	guitar chord tuning
INEX_LD-20120211	chord	29131	guitar chord tuning
INEX_LD-20120211	tune	82445	guitar chord tuning
INEX_LD-20120211	guitar chord	510	guitar chord tuning
INEX_LD-20120211	chord tune	46	guitar chord tuning
INEX_LD-20120212	guitar	421030	guitar chord minor
INEX_LD-20120212	chord	29131	guitar chord minor
INEX_LD-20120212	minor	318138	guitar chord minor
INEX_LD-20120212	guitar chord	510	guitar chord minor
INEX_LD-20120212	chord minor	105	guitar chord minor
INEX_LD-20120221	guitar	421030	guitar classical flamenco
INEX_LD-20120221	classical	159951	guitar classical flamenco
INEX_LD-20120221	flamenco	5879	guitar classical flamenco
INEX_LD-20120221	guitar classical	228	guitar classical flamenco
INEX_LD-20120221	classical flamenco	63	guitar classical flamenco
INEX_LD-20120222	guitar	421030	guitar classical bach
INEX_LD-20120222	classical	159951	guitar classical bach
INEX_LD-20120222	bach	32686	guitar classical bach
INEX_LD-20120222	guitar classical	228	guitar classical bach
INEX_LD-20120222	classical bach	4	guitar classical bach
INEX_LD-20120231	guitar	421030	guitar origin Russia
INEX_LD-20120231	origin	260654	guitar origin Russia
INEX_LD-20120231	russia	653035	guitar origin Russia
INEX_LD-20120231	guitar origin	13	guitar origin Russia
INEX_LD-20120231	origin russia	147	guitar origin Russia
INEX_LD-20120232	guitar	421030	guitar origin blues
INEX_LD-20120232	origin	260654	guitar origin blues
INEX_LD-20120232	blues	119057	guitar origin blues
INEX_LD-20120232	guitar origin	13	guitar origin blues
INEX_LD-20120232	origin blues	45	guitar origin blues
INEX_LD-20120311	tango	29182	tango culture movies
INEX_LD-20120311	culture	461506	tango culture movies
INEX_LD-20120311	movies	106909	tango culture movies
INEX_LD-20120311	tango culture	10	tango culture movies
INEX_LD-20120311	culture movies	126	tango culture movies
INEX_LD-20120312	tango	29182	tango culture countries
INEX_LD-20120312	culture	461506	tango culture countries
INEX_LD-20120312	country	1156980	tango culture countries
INEX_LD-20120312	tango culture	10	tango culture countries
INEX_LD-20120312	culture country	709	tango culture countries
INEX_LD-20120321	tango	29182	tango music  composers
INEX_LD-20120321	music	1534125	tango music  composers
INEX_LD-20120321	composer	212221	tango music  composers
INEX_LD-20120321	tango music	226	tango music  composers
INEX_LD-20120321	music composer	5607	tango music  composers
INEX_LD-20120322	tango	29182	tango music instruments
INEX_LD-20120322	music	1534125	tango music instruments
INEX_LD-20120322	instrument	164548	tango music instruments
INEX_LD-20120322	tango music	226	tango music instruments
INEX_LD-20120322	music instrument	1028	tango music instruments
INEX_LD-20120331	tango	29182	tango dance styles
INEX_LD-20120331	dance	419388	tango dance styles
INEX_LD-20120331	style	810357	tango dance styles
INEX_LD-20120331	tango dance	348	tango dance styles
INEX_LD-20120331	dance style	1720	tango dance styles
INEX_LD-20120332	tango	29182	tango dance history
INEX_LD-20120332	dance	419388	tango dance history
INEX_LD-20120332	history	2372164	tango dance history
INEX_LD-20120332	tango dance	348	tango dance history
INEX_LD-20120332	dance history	554	tango dance history
INEX_LD-20120411	bicycle	50134	bicycle sport races
INEX_LD-20120411	sport	179016	bicycle sport races
INEX_LD-20120411	races	177588	bicycle sport races
INEX_LD-20120411	bicycle sport	15	bicycle sport races
INEX_LD-20120411	sport races	19	bicycle sport races
INEX_LD-20120412	bicycle	50134	bicycle sport disciplines
INEX_LD-20120412	sport	179016	bicycle sport disciplines
INEX_LD-20120412	discipline	69927	bicycle sport disciplines
INEX_LD-20120412	bicycle sport	15	bicycle sport disciplines
INEX_LD-20120412	sport discipline	121	bicycle sport disciplines
INEX_LD-20120421	bicycle	50134	bicycle holiday towns
INEX_LD-20120421	holiday	98422	bicycle holiday towns
INEX_LD-20120421	town	1205302	bicycle holiday towns
INEX_LD-20120421	bicycle holiday	4	bicycle holiday towns
INEX_LD-20120421	holiday town	89	bicycle holiday towns
INEX_LD-20120422	bicycle	50134	bicycle holiday nature
INEX_LD-20120422	holiday	98422	bicycle holiday nature
INEX_LD-20120422	nature	305668	bicycle holiday nature
INEX_LD-20120422	bicycle holiday	4	bicycle holiday nature
INEX_LD-20120422	holiday nature	9	bicycle holiday nature
INEX_LD-20120431	bicycle	50134	bicycle benefits health
INEX_LD-20120431	benefit	197117	bicycle benefits health
INEX_LD-20120431	health	472807	bicycle benefits health
INEX_LD-20120431	bicycle benefit	12	bicycle benefits health
INEX_LD-20120431	benefit health	354	bicycle benefits health
INEX_LD-20120432	bicycle	50134	bicycle benefits environment
INEX_LD-20120432	benefit	197117	bicycle benefits environment
INEX_LD-20120432	environment	220497	bicycle benefits environment
INEX_LD-20120432	bicycle benefit	12	bicycle benefits environment
INEX_LD-20120432	benefit environment	113	bicycle benefits environment
INEX_LD-20120511	female	505631	female rock singers
INEX_LD-20120511	rock	518728	female rock singers
INEX_LD-20120511	singe	339589	female rock singers
INEX_LD-20120511	female rock	457	female rock singers
INEX_LD-20120511	rock singe	2504	female rock singers
INEX_LD-20120512	south	1614945	south korean girl groups
INEX_LD-20120512	korea	319826	south korean girl groups
INEX_LD-20120512	girl	446111	south korean girl groups
INEX_LD-20120512	group	1893831	south korean girl groups
INEX_LD-20120512	south korea	87035	south korean girl groups
INEX_LD-20120512	korea girl	784	south korean girl groups
INEX_LD-20120512	girl group	5894	south korean girl groups
INEX_LD-20120521	electronic	144298	electronic music genres
INEX_LD-20120521	music	1534125	electronic music genres
INEX_LD-20120521	genre	115521	electronic music genres
INEX_LD-20120521	electronic music	13022	electronic music genres
INEX_LD-20120521	music genre	5184	electronic music genres
INEX_LD-20120522	digital	277725	digital music notation formats
INEX_LD-20120522	music	1534125	digital music notation formats
INEX_LD-20120522	notation	29023	digital music notation formats
INEX_LD-20120522	format	297042	digital music notation formats
INEX_LD-20120522	digital music	1837	digital music notation formats
INEX_LD-20120522	music notation	719	digital music notation formats
INEX_LD-20120522	notation format	23	digital music notation formats
INEX_LD-20120531	music	1534125	music conferences
INEX_LD-20120531	conference	386716	music conferences
INEX_LD-20120531	music conference	1174	music conferences
