INEX_LD-20120111	vietnam	NN	vietnam war movie
INEX_LD-20120111	war	NN	vietnam war movie
INEX_LD-20120111	movie	NN	vietnam war movie
INEX_LD-20120112	vietnam	NN	vietnam war facts
INEX_LD-20120112	war	NN	vietnam war facts
INEX_LD-20120112	fact	NNS	vietnam war facts
INEX_LD-20120121	vietnam	NN	vietnam food recipes
INEX_LD-20120121	food	NN	vietnam food recipes
INEX_LD-20120121	recipe	NNS	vietnam food recipes
INEX_LD-20120122	viet	JJ	vietnamese food blog
INEX_LD-20120122	food	NN	vietnamese food blog
INEX_LD-20120122	blog	NN	vietnamese food blog
INEX_LD-20120131	vietnam	NN	vietnam travel national park
INEX_LD-20120131	travel	NN	vietnam travel national park
INEX_LD-20120131	national	JJ	vietnam travel national park
INEX_LD-20120131	park	NN	vietnam travel national park
INEX_LD-20120132	vietnam	NN	vietnam travel airports
INEX_LD-20120132	travel	NN	vietnam travel airports
INEX_LD-20120132	airport	NNS	vietnam travel airports
INEX_LD-20120211	guitar	NN	guitar chord tuning
INEX_LD-20120211	chord	NN	guitar chord tuning
INEX_LD-20120211	tune	NN	guitar chord tuning
INEX_LD-20120212	guitar	NN	guitar chord minor
INEX_LD-20120212	chord	NN	guitar chord minor
INEX_LD-20120212	minor	JJ	guitar chord minor
INEX_LD-20120221	guitar	NN	guitar classical flamenco
INEX_LD-20120221	classical	JJ	guitar classical flamenco
INEX_LD-20120221	flamenco	NN	guitar classical flamenco
INEX_LD-20120222	guitar	NN	guitar classical bach
INEX_LD-20120222	classical	JJ	guitar classical bach
INEX_LD-20120222	bach	NN	guitar classical bach
INEX_LD-20120231	guitar	NN	guitar origin Russia
INEX_LD-20120231	origin	NN	guitar origin Russia
INEX_LD-20120231	russia	NNP	guitar origin Russia
INEX_LD-20120232	guitar	NN	guitar origin blues
INEX_LD-20120232	origin	NN	guitar origin blues
INEX_LD-20120232	blues	NNS	guitar origin blues
INEX_LD-20120311	tango	NN	tango culture movies
INEX_LD-20120311	culture	NN	tango culture movies
INEX_LD-20120311	movies	NNS	tango culture movies
INEX_LD-20120312	tango	NN	tango culture countries
INEX_LD-20120312	culture	NN	tango culture countries
INEX_LD-20120312	country	NNS	tango culture countries
INEX_LD-20120321	tango	NN	tango music  composers
